titulo,autor,ano,paginas,editora,rating,avaliacao,resenha,abandonos,relendo,lendo,querem_ler,leram,genero,male,female
De Volta a Blackbrick,Sarah Moore Fitzgerald,2016,240,Galera,3.9,63,10,1,0,5,274,41,Fantasia / Ficção ,15,85
E por Falar em Mitos...,Fraser Boa,2004,112,Verus,4.4,12,0,0,1,0,18,22,""" (Frazer Boa)Religião e Espiritualidade ",57,43
Minha Vida Como Um Ramone,Marky Ramone,2015,448,Planeta,4.5,50,8,0,0,5,117,67," Stephen KingBiografia, Autobiografia, Memórias / Literatura Estrangeira / Música ",55,45
Desmistificando a Maçonaria,Kennyo Ismail,2012,128,Universo,3.8,16,1,2,0,6,84,24, Boa leitura! ,77,23
Amor em Pauta,Cristina Melo,2019,148,The,4.3,44,7,1,0,2,489,48,Mas será que o amor tem dia e hora para acontecer? Ele espera até que estejamos prontos?Ficção / Literatura Brasileira / Romance ,7,93
"Não se enrola, não",Isabela Freitas,2016,224,Intrínseca,4.1,3,156,105,35,404,8,6,Autoajuda ,5,95
Jovens de Elite,Marie Lu,2016,304,Rocco,4.0,2,198,107,7,168,4,3,Literatura Estrangeira / Fantasia / Ficção ,13,87
As Aventuras De Jajá,Susana Schild,2016,96,Rocco,4.7,22,2,0,0,1,81,22,Infantil ,9,91
Paisagens da Alma,Rubem Alves,2013,80,Editora,5.0,3,0,0,0,0,0,1, Emocione-se! ,0,100
Sem Coração,Marissa Meyer,2018,416,Rocco,4.2,1,423,108,0,293,5,2,Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance ,5,95
"Mago, Mestre",Raymond E. Feist,2016,525,Arqueiro,4.3,1,59,40,1,140,2,2,Fantasia ,60,40
Manual da Mulher Bem Resolvida,Taty Ferreira,2015,240,Planeta,3.8,195,9,21,0,28,524,312,Autoajuda / Literatura Brasileira / Psicologia ,6,94
O Sonho de Uma Noite de Verão,William Shakespeare,2009,152,Martin,3.9,14,261,255,54,277,5,29,"Contos / Fantasia / Ficção / Humor, Comédia / Literatura Estrangeira / Romance ",19,81
A vida secreta das árvores,Peter Wohlleben,2017,224,Sextante,4.1,446,56,24,1,215,2,610,Literatura Estrangeira / Não-ficção ,26,74
A Viagem De Rousseau,Caulos,2017,36,Rocco,3.5,2,1,0,0,0,8,1,Infantil / Literatura Estrangeira ,27,73
Um Coração Singelo,Gustave Flaubert,2012,88,Rocco,3.6,390,26,3,1,18,350,636,Ficção ,29,71
Mitologia Nórdica,Neil Gaiman,2018,288,Intrínseca,4.3,8,584,133,12,1,9,11,Ficção ,37,63
"A Vida, o Universo e Tudo Mais", Douglas Adams,2005,222,Sextante,4.0,19,302,760,39,1,25,35,"Aventura / Ficção / Ficção científica / Humor, Comédia / Infantojuvenil ",46,54
Garota Online Em Carreira Solo,Zoe Sugg,2019,280,Verus,4.1,113,10,3,0,9,421,124,Jovem adulto / Literatura Estrangeira / Romance ,2,98
Ecos do Futuro,Diana Gabaldon,2019,912,Arqueiro,4.6,688,41,6,3,114,4,1,Ficção / Literatura Estrangeira / Romance ,7,93
O Físico,Noah Gordon,2000,590,Rocco,4.6,3,188,191,13,404,3,6,Romance / Literatura Estrangeira ,33,67
Harry Potter e o Cálice de Fogo,J.K. Rowling ,2017,535,Rocco,4.6,120,1,1,700,4,86,350,Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério ,26,74
Sem Deixar Rastros,Harlan Coben,2012,272,Arqueiro,4.3,2,97,28,2,71,2,3,Literatura Estrangeira / Romance policial / Ficção ,17,83
Os filósofos e a arte,Rafael Haddock-Lobo (org.),2010,352,Rocco,4.3,6,0,1,0,9,62,16,br/ ,43,57
"A Múmia ou Ramsés, o Maldito",Anne Rice,2001,483,Rocco,3.9,540,16,32,0,13,745,1,Literatura Estrangeira ,29,71
A mulher de trinta anos,Honoré de Balzac,2013,208,Martin,3.5,1,76,171,8,188,1,3,"""Ficção / Literatura Estrangeira / Romance ",24,76
Amor em Dose Dupla,R. L. Stine,2000,136,Rocco,3.6,302,2,4,0,6,120,616,Literatura Estrangeira ,14,86
Curso Prático de Bateria,Lael Medina,2010,100,Universo,5.0,1,0,0,0,4,12,6,Artes ,100,0
O Herói Perdido,Rick Riordan,2011,439,Intrínseca,4.3,44,930,816,178,2,35,118,Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Aventura ,28,72
Memorização,Robinson Gessoni,2009,127,Universo,0.0,0,0,0,0,1,1,1, Medicina e Saúde ,25,75
A Lua no Oceano,Benedetta Cipriano,2019,268,AllBook,4.3,81,25,1,0,4,122,87,Literatura Estrangeira / Romance / Ficção ,3,97
Contos - Volume III,H. P. Lovecraft,2020,178,Martin,0.0,0,0,1,1,2,84,1,Contos / Horror / Literatura Estrangeira / Suspense e Mistério / Terror ,25,75
A cachorra,Pilar Quintana,2020,160,Intrínseca,4.1,56,12,0,0,1,45,1,Ficção / Literatura Estrangeira / Romance ,22,78
Tom Jones,Henry Fielding,2017,320,Rocco,3.9,268,15,43,1,58,927,513,Infantojuvenil / Literatura Estrangeira / Romance / Aventura / Cinema / Drama / Ficção / Suspense e Mistério ,34,66
Aceitação,Jeff VanderMeer,2016,333,Intrínseca,3.3,500,38,21,1,40,1,702, - Kirkus ReviewsFicção científica / Literatura Estrangeira ,39,61
O Dilema do Porco-Espinho,Leandro Karnal,2018,192,Editora,4.0,1,153,71,6,339,2,1,Autoajuda / Ensaios / Literatura Brasileira ,32,68
Laços de Família,Clarice Lispector,2009,136,Rocco,3.9,6,172,429,25,481,4,14,Contos / Ficção / Literatura Brasileira / Romance ,23,77
O Touro Ferdinando,Munro Leaf,2017,72,Intrínseca,4.3,391,25,0,3,24,1,596,Infantil / Literatura Estrangeira ,14,86
O último suspiro,Robert Bryndza,2018,304,Gutenberg,4.3,739,85,4,2,26,1,910,Crime / Ficção / Literatura Estrangeira / Suspense e Mistério ,11,89
Crepúsculo,Stephenie Meyer,2009,286,Intrínseca,3.7,104,2,5,671,2,12,345, Fantasia / Ficção / Romance / Literatura Estrangeira ,12,88
O Despertar da Meia-Noite,Lara Adrian,2011,360,Universo,4.3,835,36,3,4,16,993,1,Fantasia / Literatura Estrangeira / Romance ,3,97
Dicionário: O Pequeno Rebelde,Claudine Desmarteau,2003,73,Rocco,3.2,14,0,0,0,1,2,16,Infantojuvenil ,40,60
Junta-Cadáveres,Juan Carlos Onetti,2005,317,Planeta,3.7,75,9,12,1,15,205,143,Ficção / Literatura Estrangeira / Romance ,54,46
Sementes Da Liberdade,Thiago Nigro,2020,192,HarperCollins,5.0,6,0,0,0,0,15,5,"Administração / Autoajuda / Economia, Finanças / Negócios e Empreendedorismo ",54,46
O Voo da Vespa,Ken Follett,2017,416,Arqueiro,4.1,521,35,10,0,31,1,867,Ficção / Literatura Estrangeira ,31,69
Amigas Para Sempre,Kristin Hannah,2014,446,Arqueiro,4.4,1,108,27,8,63,2,2,Ficção / Literatura Estrangeira / Romance ,3,97
Block Shot,Kennedy Ryan,2020,340,The,4.1,63,4,2,0,9,580,61,Ficção / Literatura Estrangeira / Romance ,6,94
As Upstarts,Brad Stone,2017,384,Intrínseca,4.0,31,2,1,0,16,193,56,Informática e Tecnologia / Literatura Estrangeira / Não-ficção / Negócios e Empreendedorismo ,58,42
Anoitecer,L. J. Smith,2010,444,Galera,3.4,6,141,914,16,385,27,12,Jovem adulto / Ficção / Romance / Literatura Estrangeira ,12,88
Schifaizfavoire,Mario Prata,1993,208,Planeta,3.7,141,7,4,1,10,55,269,"Crônicas / Humor, Comédia ",44,56
As Quatro Rainhas Mortas,Astrid Scholte,2019,392,Galera,4.1,1,271,46,1,161,5,1,As Quatro Rainhas Mortas + Cards e MapaFantasia / Ficção / Jovem adulto / Literatura Estrangeira ,5,95
Porcelain,Moby,2016,416,Intrínseca,4.0,42,2,1,0,6,68,51,"Biografia, Autobiografia, Memórias / Literatura Estrangeira ",54,46
A vingança de gaia,James Lovelock,2006,159,Intrínseca,3.7,120,2,23,1,22,408,234,Ficção científica / Literatura Estrangeira ,43,57
1968: O que fizemos de nós,Zuenir Ventura,2008,224,Planeta,3.9,215,6,9,1,25,338,388,História / História do Brasil / Política ,35,65
O Trílio Negro,Marion Zimmer Bradley,1996,468,Rocco,3.9,320,13,15,0,11,310,611,br ,21,79
A ladeira da memória,José Geraldo Vieira,2003,352,Planeta,4.3,43,3,2,0,12,219,68,Ficção / História / Literatura Brasileira / Romance / Suspense e Mistério ,56,44
Relatório da Desigualdade Mundial 2018,Facundo Alvaredo,2020,458,Intrínseca,0.0,0,0,0,0,0,3,0,"Economia, Finanças / Sociologia ",40,60
Quem era ela,JP Delaney,2017,336,Intrínseca,3.9,2,294,47,1,107,4,3,Literatura Estrangeira / Romance ,12,88
Ame A Si Mesmo,Kamal Ravikant,2020,240,Harpercollins,5.0,2,0,0,0,0,83,1,Autoajuda / Literatura Estrangeira ,13,87
Me Poupe!,Nathalia Arcuri,2018,162,Sextante,4.8,4,0,0,0,1,1,2,"Autoajuda / Economia, Finanças ",33,67
Os Ratos,Dyonelio Machado,2010,192,Planeta,3.4,1,47,104,2,58,709,3,Literatura Brasileira ,37,63
O Sangue do Olimpo ,Rick Riordan,2014,432,Intrínseca,4.3,18,488,206,47,868,11,34,Literatura Estrangeira / Fantasia ,26,74
O Colecionador de Lágrimas,Augusto Cury,2012,375,Planeta,4.1,5,224,569,26,910,5,8," Faria ele esta atrocidade?""Psicologia ",22,78
Amante Revelado,J. R. Ward ,2010,496,Universo,4.3,5,184,54,9,119,2,8,Erótico / Fantasia / Ficção / Literatura Estrangeira / Romance ,4,96
As Piores Decisões da História,Stephen Weir,2014,256,Sextante,3.8,72,7,6,0,29,515,120,História / História Geral ,44,56
Cavalo de Troia 5,J. J. Benítez,2016,344,Editora,4.0,650,11,17,2,19,1,1,Ficção científica / Literatura Estrangeira ,47,53
Mandela,Christo Brand,2014,304,Planeta,4.5,54,3,1,0,12,202,77,"Biografia, Autobiografia, Memórias / Literatura Estrangeira / Não-ficção ",34,66
Harry Potter e a Câmara Secreta,J.K. Rowling ,2017,224,Rocco,4.5,142,2,954,762,4,40,400,Aventura / Fantasia / Infantojuvenil / Literatura Estrangeira / Ficção / Romance / Suspense e Mistério ,27,73
Lidere com humildade,Jeffrey A. Krames,2015,176,Editora,4.6,5,1,1,1,1,43,1,Literatura Estrangeira / Não-ficção / Religião e Espiritualidade ,41,59
Cem Gramas de Centeio,Agatha Christie,2015,228,Harper,4.0,2,110,24,5,73,2,5,Romance policial / Crime / Literatura Estrangeira / Suspense e Mistério ,22,78
Harry Potter e o Prisioneiro de Azkaban,J.K. Rowling ,2017,288,Rocco,4.7,132,2,737,609,3,58,376,Aventura / Fantasia / Ficção / Infantojuvenil / Literatura Estrangeira / Romance / Suspense e Mistério ,27,73
Em busca de WondLa,Tony DiTerlizzi,2012,400,Intrínseca,4.2,905,45,66,2,95,1,1,Infantojuvenil / Literatura Estrangeira ,34,66
Garota em Foco,Cecily von Ziegesar,2014,272,Galera,4.0,63,0,1,0,3,346,102, Literatura Estrangeira ,6,94
Quando Cai o Raio,Meg Cabot,2011,272,Galera,4.1,2,93,40,2,37,2,4, Certo?Ficção / Literatura Estrangeira ,3,97
Adorável Cretino,Camila Ferreira,2015,256,Universo,3.8,774,57,26,9,145,1,1,"Erótico / Humor, Comédia / Literatura Brasileira / Romance ",2,98
Quando o Inverno Acabar,Andy Collins,2020,180,The,4.5,45,14,0,0,3,196,27,Ficção / Literatura Brasileira / Romance ,5,95
A Última Grande Lição,Mitch Albom,1998,154,Sextante,4.2,2,104,65,12,105,1,4,Autoajuda ,21,79
Grito de Guerra da Mãe-Tigre,Amy Chua,2011,240,Intrínseca,3.9,324,31,13,1,20,269,499,"Biografia, Autobiografia, Memórias / Educação / Não-ficção ",20,80
Silêncio,Becca Fitzpatrick,2012,304,Intrínseca,4.3,24,459,318,84,749,31,43,Publishers WeeklyLiteratura Estrangeira / Fantasia / Jovem adulto ,10,90
Nêmesis (Nemesis),Agatha Christie,2015,266,Harper,3.9,2,102,47,3,98,2,4," Rafiel não forneceu qualquer informação acerca do crime, do lugar, do assassino ou da vítima? Por onde Miss Marple poderia sequer começar? Seria essa apenas uma brincadeira de mau gosto? Ou o ato final que provará, de uma vez por todas, sua perspicácia e vocação como a Nêmesis vingadora, a Justiça inescapável?Romance policial / Crime / Literatura Estrangeira / Suspense e Mistério ",22,78
El Hombre Perdido,Horacio Bernardo,2007,197,Editora,0.0,0,0,0,0,0,0,0,Ficção / Filosofia / Literatura Estrangeira ,100,0
Caçadores de Nazistas,Andrew Nagorski,2019,432,Intrínseca,4.2,32,1,2,0,12,1,33,"Biografia, Autobiografia, Memórias / História / Literatura Estrangeira / Não-ficção ",25,75
O Lado Feio do Amor,Colleen Hoover,2015,364,Galera,4.2,16,1,195,42,354,12,23,Erótico / Ficção / Jovem adulto / Literatura Estrangeira / Romance ,4,96
Entrevista com o Vampiro,Anne Rice,1992,309,Rocco,4.2,10,384,848,79,863,11,20,Literatura Estrangeira / Fantasia / Ficção / Romance / Terror ,25,75
Projeto Gemini,Titan Books,2019,346,Editora,3.8,31,5,0,1,4,648,44,Ficção científica / Literatura Estrangeira ,25,75
Pandora,Anne Rice,1998,208,Rocco,3.9,2,59,103,4,65,2,4,Literatura Estrangeira / Terror ,24,76
Valerian e a Cidade dos Mil Planetas,Christie Golden,2017,240,HarperCollins,3.7,52,5,0,0,9,1,60,Fantasia / Ficção / Ficção científica / Horror / Literatura Estrangeira ,28,72
Meditação,Osho,2004,240,Sextante,4.1,33,0,4,0,20,183,109,Bem estar e lazer / Religião e Espiritualidade ,41,59
O Encantador de Cães,Cesar Millan,2008,266,Verus,4.0,699,25,50,0,83,334,1,Literatura Estrangeira ,25,75
Andando Nas Nuvens,Patrícia Barboza,2013,153,Verus,3.8,139,3,1,0,4,176,244, Antes do que imagina!Escolha a sua nuvem favorita e embarque na mais nova aventura das MAIS!Ficção / Literatura Brasileira ,1,99
Pare de se Sabotar e Dê a Volta Por Cima,Flip Flippen,2010,223,Sextante,3.6,802,48,127,2,262,1,1,Autoajuda ,26,74
Parem A Ivy Pocket,Caleb Krisp,2018,342,Rocco,4.8,13,1,0,0,2,179,6," Você entende que alguém precisa segurar esse desastre ambulante antes que seja tarde, correto? Autoajuda / Fantasia / Ficção / Jovem adulto ",5,95
A Troca,Megan Shull,2017,272,HarperCollins,4.0,254,21,6,3,20,2,334,Fantasia / Ficção / Jovem adulto / Literatura Estrangeira / Romance ,10,90
As Vantagens de ser Invisivel,Stephen Chbosky,2007,232,Rocco,4.3,55,2,1,277,2,103,122,Jovem adulto / Infantojuvenil / Literatura Estrangeira / Romance ,17,83
"Meia-noite, Evelyn!",Babi A. Sette,2020,392,Verus,4.4,239,51,0,1,34,591,119," - Paola Aleksandra, autora de Volte para mimFicção / Jovem adulto / Literatura Brasileira / Romance ",1,99
Desaparecido para Sempre,Harlan Coben,2020,320,Arqueiro,4.4,6,330,122,13,294,6,11,Crime / Ficção / Literatura Estrangeira / Romance policial / Suspense e Mistério ,18,82
A Vista Infinita,Katharine McGee,2020,384,Rocco,4.0,21,2,0,0,9,334,13,Ficção científica / Jovem adulto / Literatura Estrangeira / Romance ,11,89
O Rosto,R. L. Stine,2004,136,Rocco,3.7,163,3,3,1,3,126,329,Literatura Estrangeira ,16,84
A Via Crucis do Corpo,Clarice Lispector,2009,78,Rocco,4.0,1,43,9,2,49,1,2,Literatura Brasileira / Contos / Drama / Ficção ,28,72
Meu amigo Michael,Frank Cascio,2012,313,Sextante,4.6,278,20,8,2,22,307,362,"Biografia, Autobiografia, Memórias ",22,78
Impecáveis,Sara Shepard,2011,336,Rocco,3.9,5,113,201,3,209,3,9,Ficção / Jovem adulto / Literatura Estrangeira / Suspense e Mistério ,9,91
A Libélula No Âmbar,Diana Gabaldon,2018,880,Arqueiro,4.6,3,233,141,14,761,6,5," Mesmo com tudo o que conhece sobre o futuro, será que ela conseguirá salvar a vida de James Fraser e da criança que carrega no ventre?Aventura / Fantasia / Ficção / História / Literatura Estrangeira / Romance ",7,93
Noite Sobre as Águas,Ken Follett,2016,432,Arqueiro,3.9,555,44,7,0,22,789,911,Ficção ,32,68
Princesa Mia,Meg Cabot,2014,300,Galera,4.1,5,43,39,5,53,5,12, Como uma princesa poderia resolver tantos problemas?Jovem adulto ,1,99
Kama Sutra do Sexo Oral,Alicia Gallotti,2006,222,Planeta,3.5,22,0,1,1,6,59,38,"Sem inibições e com uma linguagem clara e direta, Alicia Gallotti, reconhecida especialista em sexualidade e autora de sucessos como O novo Kama Sutra ilustrado ou os Kama Sutras para o homem e para a mulher, nos revela agora os segredos mais íntimos do sexo oral e as dicas para desfrutá-lo ",50,50
Limiar,Jessica Warman,2013,392,Galera,4.0,373,31,8,1,22,960,529,Ficção / Literatura Estrangeira / Suspense e Mistério ,8,92
Rose Madder ,Stephen King,2004,204,Planeta,4.0,1,89,60,0,108,2,2,Suspense e Mistério / Fantasia / Literatura Estrangeira ,35,65
Contos Amazônicos,Inglês de Sousa,2012,163,Martin,3.6,260,11,7,1,18,158,525,Contos / Literatura Brasileira ,40,60
Identidade,Nella Larsen,2020,160,nao,3.8,108,17,0,0,19,278,39,Prefácio de Ryane LeãoFicção / Literatura Estrangeira / Romance ,9,91
Minha Versão de Você,Christina Lauren,2017,352,Hoo,4.4,2,286,46,3,144,4,3,""" - Sonya Field, HypableFicção / Jovem adulto / LGBT / GLS / Literatura Estrangeira / Romance ",18,82
A outra história,Tatiana de Rosnay,2016,272,Intrínseca,3.0,120,20,17,0,18,690,173, Literatura Estrangeira / Romance ,8,92
O livro dos homens sem luz,João Tordo,2006,216,Rocco,3.7,19,3,0,0,2,37,18,Romance ,32,68
Casamento à prova de bebês,Stacie Cockrell,2007,272,Sextante,3.9,20,1,3,0,7,39,35, Mas será possível fazer alguma coisa para não viver o resto da vida assim? ,7,93
Conveniência é o nome do negócio: Descubra como a inovação pode facilitar a jornada dos seus consumidores e multiplicar seus resultados,Arthur Igreja,2019,176,Editora,4.8,4,1,0,0,1,11,3,"Economia, Finanças / Negócios e Empreendedorismo ",45,55
O Monte Cinco,Paulo Coelho,2006,200,Planeta,3.4,4,53,428,6,60,1,11,Literatura Brasileira / Ficção ,27,73
Cidade das Cinzas,Cassandra Clare,2014,406,Galera,4.2,35,837,770,107,1,84,66," E Clary não pode deixar de se perguntar: será que as ironias de Jace são só uma forma de chamar atenção, ou também pode haver uma traição por trás de tanto mistério?Aventura / Fantasia / Infantojuvenil / Jovem adulto / Literatura Estrangeira / Ficção ",15,85
Alice Salazar,Alice Salazar,2017,144,Universo,4.5,5,0,2,0,4,351,13,"Biografia, Autobiografia, Memórias / Moda, Estilo e Beleza / Não-ficção ",10,90
A Poeta X,Elizabeth Acevedo,2018,322,Galera,4.4,425,49,4,0,18,772,476,"Ficção / Jovem adulto / Literatura Estrangeira / Poemas, poesias ",9,91
O Oráculo Oculto,Rick Riordan,2016,320,Intrínseca,4.3,7,341,119,22,512,6,10,Literatura Estrangeira / Ficção / Infantojuvenil / Jovem adulto ,24,76
O Códex dos Caçadores de Sombras,Cassandra Clare,2014,274,Galera,4.2,4,106,185,10,507,8,7,Fantasia / Infantojuvenil ,13,87
O Poder da Espada,Joe Abercrombie,2013,480,Arqueiro,4.3,1,79,79,2,169,2,1,Fantasia / Ficção / Literatura Estrangeira ,61,39
Ratobúrguer,David Walliams,2013,256,Intrínseca,3.7,353,20,10,2,15,229,513,Infantojuvenil / Literatura Estrangeira ,27,73
E se Estivermos Errados?,Chuck Klosterman,2017,288,HarperCollins,3.6,17,1,1,0,14,1,26,"Chuck Klosterman, autor best-seller do New York Times, propõe perguntas que são profundas em sua simplicidade: o quão certos estamos do nosso conhecimento sobre a gravidade? O quão certos estamos do nosso conhecimento sobre o tempo? Qual será a memória definitiva do rock daqui a quinhentos anos? O quão seriamente deveríamos levar o conteúdo dos nossos sonhos? O quão seriamente deveríamos levar o conteúdo das nossas redes de televisão? Estariam todos os esportes condenados à extinção? É possível que o maior artista de nossa era seja atualmente desconhecido (ou, mais estranho ainda, amplamente conhecido mas completamente desrespeitado)? É possível que superestimemos a democracia? E, talvez o questionamento mais perturbador: é possível que tenhamos alcançado o limite do conhecimento?Ensaios / Literatura Estrangeira ",24,76
Algo Belo,Jamie McGuire,2017,126,Verus,4.1,2,60,15,4,42,2,3," E, é claro, vão reencontrar os personagens mais amados da série: Travis e Abby!Ficção / Literatura Estrangeira / Romance ",1,99
O mundo imaginário de...,Keri Smith,2015,192,Intrínseca,3.8,58,3,6,3,35,947,113,"Humor, Comédia / Não-ficção ",13,87
A força do passado,Sandro Veronesi,2003,214,Rocco,3.5,3,0,0,0,0,11,3,Ficção / Literatura Estrangeira / Romance / Suspense e Mistério ,15,85
Território Lovecraft,Matt Ruff,2020,352,Intrínseca,3.8,950,231,32,0,237,1,965,Fantasia / Ficção científica / História / Horror / Literatura Estrangeira / Suspense e Mistério / Terror ,35,65
Os Samurais,Julia Kristeva,1996,320,Rocco,4.0,3,0,0,0,1,13,5,Literatura Estrangeira ,35,65
Religiões do mundo,Hans Küng,2004,284,Verus,3.8,24,2,1,0,18,77,41,   ,48,52
Tinta Perigosa,Melissa Marr/ M.A. Marr,2012,328,Rocco,3.7,325,17,23,2,16,1,467,Fantasia / Jovem adulto / Literatura Estrangeira ,6,94
No Limite do Desejo ,Katie McGarry,2016,350,Verus,4.1,441,36,4,1,9,1,624,Romance / Literatura Estrangeira ,1,99
Opostos,Jennifer L. Armentrout,2018,344,Valentina,4.3,1,93,12,4,51,1,1,Fantasia / Ficção científica / Jovem adulto / Literatura Estrangeira / Romance ,4,96
Superficial,Andy Collins,2019,152,The,4.2,70,6,0,0,3,119,73,Ficção / Literatura Estrangeira / Romance ,1,99
